protocol,N,bootstrap_runs,valid_plans_median,valid_plans_min,mae_mean,mae_median,mae_p25,mae_p75,mae_iqr,ks_mean,ks_median,ks_p25,ks_p75,ks_iqr,wasserstein_mean,wasserstein_median,wasserstein_p25,wasserstein_p75,wasserstein_iqr,bottom_decile_agreement_mean,bottom_decile_agreement_median,bottom_decile_agreement_p25,bottom_decile_agreement_p75,bottom_decile_agreement_iqr
Breast 42.56Gy Tangent Right,30,50,78.0,78,0.0312249097494334,0.027046589733842,0.0235916356372711,0.0355355997351316,0.0119439640978604,0.1374358974358974,0.1282051282051282,0.1025641025641025,0.1666666666666666,0.0641025641025641,0.0258419323808299,0.0230729274714768,0.0159855269979213,0.0321804567741475,0.0161949297762262,0.9697435897435898,0.9743589743589745,0.9615384615384616,0.983974358974359,0.0224358974358974
Breast 42.56Gy Tangent Right,50,50,78.0,78,0.0286849579692348,0.024651589386642,0.0170500630362392,0.0395236467439884,0.0224735837077492,0.1366666666666667,0.1217948717948718,0.0929487179487179,0.1762820512820513,0.0833333333333333,0.0254777697107998,0.0213993683607207,0.01178816052873,0.0324585834714271,0.0206704229426971,0.9792307692307692,0.9743589743589745,0.9743589743589745,1.0,0.0256410256410256
Breast 42.56Gy Tangent Right,75,50,78.0,78,0.0214309488104355,0.0202357220662336,0.0146548409157215,0.0246129563533538,0.0099581154376322,0.1128205128205128,0.1153846153846154,0.0897435897435897,0.1282051282051282,0.0384615384615384,0.0189087222805792,0.0180251268031147,0.0105817173360067,0.0235421703406557,0.012960453004649,0.9835897435897436,1.0,0.9743589743589745,1.0,0.0256410256410256
Breast 42.56Gy Tangent Right,100,50,78.0,78,0.0182391256343917,0.0160138611334438,0.0134478277997756,0.0204816422561804,0.0070338144564048,0.1041025641025641,0.1025641025641025,0.0769230769230769,0.1282051282051282,0.0512820512820512,0.0159043680113016,0.0141891016775458,0.0106070307501901,0.0190489638685109,0.0084419331183208,0.984102564102564,1.0,0.9743589743589745,1.0,0.0256410256410256
Breast 46Gy 4fields Left,10,50,20.0,20,0.1164821993459434,0.1074639845281676,0.0905797014025068,0.1390664831925174,0.0484867817900106,0.272,0.25,0.2,0.3,0.1,0.0927538387999201,0.0846732467470958,0.0709535422696811,0.110185686198709,0.0392321439290278,0.953,0.975,0.9,1.0,0.0999999999999999
Breast 46Gy 4fields Left,20,50,20.0,20,0.0762921434732803,0.0719031286057635,0.0564306722584338,0.0993036635447452,0.0428729912863114,0.244,0.25,0.2,0.3,0.0999999999999999,0.0661070933961459,0.055219997635464,0.0475497577305184,0.0863809418365841,0.0388311841060657,0.973,1.0,0.9125,1.0,0.0875
Esophagus in 23-28fx,10,50,20.0,20,0.0953650653358986,0.08834455667789,0.0760755872214205,0.103195521685105,0.0271199344636844,0.239,0.25,0.2,0.25,0.05,0.0875309143017476,0.0806582691999358,0.0677771765271765,0.0966929212762546,0.028915744749078,0.924,0.9,0.9,1.0,0.0999999999999999
"Florence,30 Gy/5 fx Left",10,50,26.0,26,0.0394127976599219,0.036199307080949,0.0300642887512441,0.0459899006545543,0.0159256119033101,0.1792307692307692,0.1923076923076923,0.1538461538461538,0.1923076923076923,0.0384615384615385,0.0330300464112862,0.0310559813267579,0.0234600786909581,0.0381796191614832,0.014719540470525,0.96,0.9615384615384616,0.9230769230769232,1.0,0.0769230769230768
"Florence,30 Gy/5 fx Left",20,50,26.0,26,0.024837106650405,0.0234699332378251,0.0214844306135173,0.0282940452356718,0.0068096146221545,0.1430769230769231,0.1538461538461538,0.1153846153846154,0.1538461538461538,0.0384615384615384,0.0213789759592842,0.0208263809792909,0.0180261156864048,0.0251434877072702,0.0071173720208653,0.9769230769230772,1.0,0.9230769230769232,1.0,0.0769230769230768
"Florence,30 Gy/5 fx Left",30,50,26.0,26,0.0206782855512039,0.0203986208882831,0.0160149053543304,0.0234846583904702,0.0074697530361397,0.1338461538461538,0.1153846153846154,0.1153846153846154,0.1538461538461538,0.0384615384615384,0.0181088749723276,0.0173170070381997,0.0140899104824882,0.0202620826172203,0.006172172134732,0.9723076923076924,1.0,0.9230769230769232,1.0,0.0769230769230768
"Florence,30 Gy/5 fx Left",50,50,26.0,26,0.0156959115910173,0.0151479726090541,0.0134280672315595,0.0170287113156471,0.0036006440840876,0.1161538461538462,0.1153846153846154,0.0865384615384615,0.1442307692307692,0.0576923076923076,0.0137901530612609,0.0137270450213432,0.0113050505475252,0.0152422888742158,0.0039372383266906,0.9907692307692308,1.0,1.0,1.0,0.0
"Florence,30 Gy/5 fx Left",75,50,26.0,26,0.0143178388351606,0.0134208702929221,0.0116637390635165,0.0169279908117454,0.0052642517482289,0.1146153846153846,0.1153846153846154,0.0865384615384615,0.1153846153846154,0.0288461538461538,0.013437951305754,0.0124351435068166,0.0103512495104694,0.0163152573025359,0.0059640077920665,0.9953846153846154,1.0,1.0,1.0,0.0
"Florence,30 Gy/5 fx Left",100,50,26.0,26,0.0113821960030151,0.0108725731880612,0.0095310220224698,0.0123711256271378,0.0028401036046679,0.1015384615384615,0.0961538461538461,0.0769230769230769,0.1153846153846154,0.0384615384615384,0.0108379442841478,0.0103406125390354,0.0088503432620228,0.0119978383969235,0.0031474951349007,0.9984615384615384,1.0,1.0,1.0,0.0
GBM 60Gy in 30fx,10,50,20.0,20,0.1138263797739495,0.1127351166061174,0.0768456226317434,0.1408570036915504,0.064011381059807,0.283,0.25,0.25,0.3,0.05,0.1001710752047606,0.0998525333020821,0.0678557389937106,0.1251474911129341,0.0572917521192234,0.8089999999999999,0.8,0.75,0.85,0.0999999999999999
GBM 60Gy in 30fx,20,50,20.0,20,0.0827667758293744,0.076052735286075,0.061563154851711,0.1019600187206832,0.0403968638689721,0.238,0.25,0.2,0.25,0.0499999999999999,0.0742251834239272,0.0659619284205342,0.0516033266023011,0.0924253999179655,0.0408220733156644,0.8939999999999999,0.9,0.8,1.0,0.1999999999999999
GBM 60Gy in 30fx,30,50,20.0,20,0.0604362349502532,0.0593615206915042,0.0485030345710884,0.0676560123819255,0.019152977810837,0.1979999999999999,0.2,0.15,0.2,0.05,0.0545277251380827,0.0531715877059342,0.0438261363005545,0.0633543268961946,0.0195281905956401,0.936,0.9,0.9,1.0,0.0999999999999999
GBM 60Gy in 30fx,50,50,20.0,20,0.0509716608512501,0.0499200785588845,0.0400127343706483,0.0608993443897463,0.0208866100190979,0.185,0.1999999999999999,0.15,0.2,0.05,0.0465709494034797,0.0468827019003755,0.0359506576356501,0.0540970781257539,0.0181464204901038,0.954,1.0,0.9,1.0,0.0999999999999999
General GYN no LNs,10,50,20.0,14,0.1878555779868622,0.1852728411119974,0.1640896550850614,0.2083878929353179,0.0442982378502565,0.2867142857142857,0.3,0.25,0.3,0.05,0.1243945203856319,0.1171539765756251,0.0993902846647735,0.1482640350313745,0.048873750366601,0.8542857142857142,0.9,0.8,0.9,0.0999999999999999
General GYN no LNs,20,50,20.0,20,0.128497037088793,0.1249572615699039,0.1120804544570719,0.1464415695827445,0.0343611151256726,0.23,0.25,0.1999999999999999,0.25,0.05,0.0891650070200005,0.084775322577794,0.0642555505357976,0.1091865649417247,0.044931014405927,0.918,0.9,0.9,0.9,0.0
General GYN no LNs,30,50,20.0,20,0.0983475218856503,0.0945118597423204,0.0807619412448605,0.1063054331760659,0.0255434919312054,0.2,0.1999999999999999,0.15,0.2375,0.0874999999999999,0.0691087312941916,0.0643331480979481,0.0501385689041615,0.0810245108858915,0.03088594198173,0.9330000000000002,0.9,0.9,1.0,0.0999999999999999
General GYN no LNs,50,50,20.0,20,0.0751224022706746,0.0745856940166449,0.0615510342883743,0.0878161298716417,0.0262650955832673,0.1909999999999999,0.1999999999999999,0.15,0.2,0.0499999999999999,0.0541316800715715,0.0494566861517151,0.0421527449335772,0.0637462197973294,0.0215934748637522,0.96,1.0,0.9,1.0,0.0999999999999999
